AM903082.gene5.p01	APH(3')-IIIa	ARO:3002647
NC_010410.6002590.p01	catI	ARO:3002683
NC_010410.6002590.p01	cat	ARO:3002670
NC_010410.6002874.p01	OXA-10	ARO:3001405
NC_010410.6003767.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_010410.6003767.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_010605.6233697.p01	OXA-58	ARO:3001611
NC_010605.6233718.p01	OXA-58	ARO:3001611
NC_010410.6000336.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_010410.6000367.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_010410.6000771.p01	adeI	ARO:3000780
NC_010410.6003026.p01	elongation factor G	ARO:3000730
NC_010410.6003186.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_010410.6003420.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_010410.6003290.p01	adeH	ARO:3000779
NC_010410.6001183.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_010481.6155789.p01	OXA-58	ARO:3001611
NC_010481.6155782.p01	msrE	ARO:3003109
NC_010410.6003039.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
NC_010410.6001677.p01	OXA-69	ARO:3001617
NC_010410.6002885.p01	mexT	ARO:3000814
NC_010410.6004000.p01	elongation factor G	ARO:3000730
NC_010410.6003386.p01	phosphonopyruvate decarboxylase	ARO:3000299
NC_010410.6002547.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_010410.6003841.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_010410.6003966.p01	APH(3')-Ia	ARO:3002641
NC_010410.6002583.p01	sul1	ARO:3000410
NC_010410.6003168.p01	aadA	ARO:3002601
NC_010410.6003169.p01	dfrA10	ARO:3003011
NC_010410.6002603.p01	sul1	ARO:3000410
NC_010410.6003586.p01	cmlA5	ARO:3002695
NC_010410.6002958.p01	ANT(2'')-Ia	ARO:3000230
NC_010410.6002875.p01	VEB-1	ARO:3002370
NC_010410.6003171.p01	dfrA1	ARO:3002854
NC_010410.6003198.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_010410.6002698.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_010611.6235730.p01	elongation factor G	ARO:3000730
NC_010611.6233872.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_010611.6235778.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_010611.6237080.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_010611.6236097.p01	OXA-20	ARO:3001415
NC_010611.6236205.p01	sul1	ARO:3000410
NC_010611.6233925.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_010611.6233926.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_010611.6236775.p01	phosphonopyruvate decarboxylase	ARO:3000299
NC_010611.6233883.p01	elongation factor G	ARO:3000730
NC_010611.6236511.p01	phosphonopyruvate decarboxylase	ARO:3000299
NC_010611.6236744.p01	mexT	ARO:3000814
NC_010611.6236421.p01	OXA-66	ARO:3001615
NC_010611.6235711.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
NC_010611.6235256.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_010611.6233911.p01	abeS	ARO:3000768
NC_010611.6234819.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_010611.6235697.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_010611.6235230.p01	elongation factor G	ARO:3000730
NC_010611.6235284.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_011586.7046391.p01	adeA	ARO:3000774
NC_011586.7046392.p01	adeR	ARO:3000553
NC_011586.7044268.p01	abeS	ARO:3000768
NC_011586.7043957.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_011586.7044403.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_011586.7046300.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_013506.8571544.p01	OXA-24	ARO:3001419
NC_011586.7045194.p01	catI	ARO:3002683
NC_011586.7045194.p01	cat	ARO:3002670
NC_011586.7045197.p01	TEM-1	ARO:3000873
NC_011586.7045202.p01	APH(3')-Ia	ARO:3002641
NC_011586.7045207.p01	aadA	ARO:3002601
NC_011586.7046027.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_011586.7046028.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_011586.7044972.p01	OXA-23	ARO:3001418
NC_011586.7044566.p01	elongation factor G	ARO:3000730
NC_011586.7045638.p01	mexT	ARO:3000814
NC_011586.7044839.p01	OXA-69	ARO:3001617
NC_011586.7046390.p01	adeB	ARO:3000775
NC_011586.7045743.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
NC_011586.7044700.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_011586.7044277.p01	adeH	ARO:3000779
NC_012813.7996741.p01	OXA-24	ARO:3001419
NC_011586.7045365.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_011586.7046500.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_011586.7043793.p01	elongation factor G	ARO:3000730
NC_011586.7045145.p01	elongation factor G	ARO:3000730
NC_013277.8458023.p01	OXA-24	ARO:3001419
NC_011586.7045443.p01	adeI	ARO:3000780
NC_011595.7059027.p01	abeS	ARO:3000768
NC_011586.7043732.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_011586.7045243.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_011595.7072242.p01	elfamycin resistant EF-Tu	ARO:3001312
NC_011595.7059306.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_011595.7059306.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_011595.7060308.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_011595.7058054.p01	elongation factor G	ARO:3000730
NC_011595.7059856.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_011595.7058464.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
NC_011595.7057926.p01	adeA	ARO:3000774
NC_011595.7059574.p01	adeB	ARO:3000775
NC_011595.7059224.p01	OXA-69	ARO:3001617
NC_011595.7057442.p01	elongation factor G	ARO:3000730
NC_011595.7058770.p01	phosphonopyruvate decarboxylase	ARO:3000299
NC_011595.7060009.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_011595.7060572.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_011595.7059884.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_011595.7057457.p01	cycloserine sensitive alanine racemase	ARO:3000722
AY123251.gene2.p01	catB8	ARO:3002680
HQ451074.1.gene23.p01	armA	ARO:3000858
HQ451074.1.gene20.p01	sul1	ARO:3000410
HQ451074.1.gene26.p01	msrE	ARO:3003109
HQ451074.1.gene14.p01	NDM-1	ARO:3000589
HQ451074.1.gene4.p01	TEM-1	ARO:3000873
NC_002695.1.915402.p01	Escherichia coli gyrB conferring resistance to aminocoumarin	ARO:3003303
NC_002695.1.916016.p01	acrS	ARO:3000656
NC_002695.1.914533.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
NC_002695.1.913875.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
NC_002695.1.915041.p01	cpxR	ARO:3000831
NC_002695.1.916252.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_002695.1.914292.p01	Escherichia coli soxR mutants	ARO:3003381
NC_002695.1.913113.p01	H-NS	ARO:3000676
NC_002695.1.916087.p01	elongation factor G	ARO:3000730
NC_002695.1.916822.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_002695.1.915956.p01	elongation factor G	ARO:3000730
NC_002695.1.914941.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_002695.1.912518.p01	fosfomycin sensitive pyruvyl transferase (murA)	ARO:3000724
NC_002695.1.916103.p01	Escherichia coli sulfonamide resistant mutant folP	ARO:3003386
NC_002695.1.913184.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_002695.1.916274.p01	Escherichia coli parC conferring resistance to fluoroquinolone 	ARO:3003308
NC_002695.1.914736.p01	emrB	ARO:3000074
NC_002695.1.917339.p01	marA	ARO:3000263
NC_002695.1.916234.p01	bacA	ARO:3002986
NC_002695.1.914983.p01	cpxA	ARO:3000830
NC_002695.1.914300.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_002695.1.914889.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_002695.1.915651.p01	evgA	ARO:3000832
NC_002695.1.914942.p01	Escherichia coli rpoB mutants conferring resistance to rifampicin	ARO:3003288
NC_002695.1.915895.p01	elongation factor G	ARO:3000730
AJ704863.gene23.p01	cmlA5	ARO:3002695
AJ704863.gene26.p01	ANT(2'')-Ia	ARO:3000230
FJ668814.gene1.p01	SHV-1	ARO:3001059
AJ704863.gene9.p01	VIM-4	ARO:3002274
AM410044.gene11.p01	APH(3')-IIIa	ARO:3002647
AE015929.1.gene1085.p01	cycloserine sensitive alanine racemase	ARO:3000722
AE015929.1.gene4.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AE015929.1.gene5.p01	fluoroquinolone sensitive gyrA	ARO:3000733
AE015929.1.gene308.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AE015929.1.gene1125.p01	dfrC	ARO:3002865
AE015929.1.gene309.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AE015929.1.gene1724.p01	cycloserine sensitive alanine racemase	ARO:3000722
AE015929.1.gene1043.p01	fluoroquinolone sensitive parC	ARO:3000735
AE015929.1.gene468.p01	norA	ARO:3000391
AE015929.1.gene1042.p01	fluoroquinolone sensitive parC	ARO:3000735
AE016830.1.gene185.p01	elongation factor G	ARO:3000730
AE016830.1.gene830.p01	cycloserine sensitive alanine racemase	ARO:3000722
AE016830.1.gene1658.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AE016830.1.gene1598.p01	fluoroquinolone sensitive parC	ARO:3000735
AE016830.1.gene3155.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AE016830.1.gene5.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AE016830.1.gene2848.p01	elongation factor G	ARO:3000730
AE016830.1.gene6.p01	fluoroquinolone sensitive gyrA	ARO:3000733
AE016830.1.gene2248.p01	vanV	ARO:3002916
AE016830.1.gene2847.p01	Enterococcus faecium liaF mutant conferring daptomycin resistance	ARO:3003077
AE016830.1.gene1101.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AE016830.1.gene835.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AE016830.1.gene1599.p01	fluoroquinolone sensitive parC	ARO:3000735
AE016830.1.gene3001.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP000308.1.gene62.p01	elongation factor G	ARO:3000730
CP000308.1.gene3706.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP000308.1.gene3707.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP000308.1.gene3406.p01	elongation factor G	ARO:3000730
CP000308.1.gene4061.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP000308.1.gene547.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
CP000308.1.gene3190.p01	fluoroquinolone sensitive parC	ARO:3000735
CP000308.1.gene965.p01	fluoroquinolone sensitive gyrA	ARO:3000733
CP000308.1.gene2507.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP000308.1.gene3193.p01	fluoroquinolone sensitive parC	ARO:3000735
CP000308.1.gene1886.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP000308.1.gene4238.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
CP000675.2.gene1986.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP000675.2.gene3231.p01	fluoroquinolone sensitive parC	ARO:3000735
CP000675.2.gene499.p01	pmrA efflux pump	ARO:3000822
CP000675.2.gene397.p01	elfamycin resistant EF-Tu	ARO:3001312
CP000675.2.gene396.p01	elongation factor G	ARO:3000730
CP000675.2.gene2845.p01	elongation factor G	ARO:3000730
CP000675.2.gene4.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
CP000675.2.gene1514.p01	fluoroquinolone sensitive gyrA	ARO:3000733
CP000675.2.gene392.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP000675.2.gene385.p01	elfamycin resistant EF-Tu	ARO:3001312
CP000675.2.gene802.p01	fluoroquinolone sensitive parC	ARO:3000735
CP000768.1.gene872.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP000768.1.gene1395.p01	elongation factor G	ARO:3000730
CP000768.1.gene728.p01	fluoroquinolone sensitive gyrA	ARO:3000733
CP000768.1.gene350.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
CP000768.1.gene1536.p01	cmeA	ARO:3000783
CP000768.1.gene969.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP000768.1.gene1628.p01	elongation factor G	ARO:3000730
CP000768.1.gene3.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
CP000768.1.gene1537.p01	cmeB	ARO:3000784
CP001485.1.gene2813.p01	sul2	ARO:3000412
CP001485.1.gene2754.p01	dfrA1	ARO:3002854
CP001485.1.gene697.p01	elongation factor G	ARO:3000730
CP001485.1.gene265.p01	elongation factor G	ARO:3000730
CP001485.1.gene1059.p01	elongation factor G	ARO:3000730
CP001485.1.gene2095.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP001485.1.gene977.p01	fluoroquinolone sensitive parC	ARO:3000735
CP001485.1.gene514.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
CP001485.1.gene307.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP001485.1.gene306.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP001485.1.gene264.p01	elfamycin resistant EF-Tu	ARO:3001312
CP001485.1.gene314.p01	elfamycin resistant EF-Tu	ARO:3001312
CP001485.1.gene2164.p01	fluoroquinolone sensitive gyrA	ARO:3000733
CP001485.1.gene2814.p01	APH(3'')-Ib	ARO:3002639
CP001485.1.gene2862.p01	elongation factor G	ARO:3000730
CP001485.1.gene255.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP001485.1.gene978.p01	fluoroquinolone sensitive parC	ARO:3000735
CP001485.1.gene1139.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
CP001485.1.gene945.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP001485.1.gene2777.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP002332.1.gene1202.p01	elfamycin resistant EF-Tu	ARO:3001312
CP002332.1.gene704.p01	fluoroquinolone sensitive parC	ARO:3000735
CP002332.1.gene704.p01	fluoroquinolone sensitive gyrA	ARO:3000733
CP002332.1.gene1190.p01	elongation factor G	ARO:3000730
CP002332.1.gene243.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
CP002332.1.gene1193.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP002332.1.gene943.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP002332.1.gene864.p01	elongation factor G	ARO:3000730
CP002332.1.gene507.p01	fluoroquinolone sensitive parC	ARO:3000735
CP002332.1.gene507.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
CP002332.1.gene738.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
CP002332.1.gene585.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP002695.1.gene1275.p01	fluoroquinolone sensitive parC	ARO:3000735
CP002695.1.gene1228.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP002695.1.gene19.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP002695.1.gene1428.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
CP002695.1.gene3614.p01	elfamycin resistant EF-Tu	ARO:3001312
CP002695.1.gene508.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
CP002695.1.gene18.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP002695.1.gene3613.p01	elongation factor G	ARO:3000730
CP002695.1.gene1273.p01	fluoroquinolone sensitive parC	ARO:3000735
CP002695.1.gene1126.p01	elongation factor G	ARO:3000730
CP002695.1.gene2222.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP002695.1.gene10.p01	elfamycin resistant EF-Tu	ARO:3001312
CP002695.1.gene952.p01	fluoroquinolone sensitive gyrA	ARO:3000733
CP002695.1.gene2427.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP003583.1.gene182.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP003583.1.gene1174.p01	fluoroquinolone sensitive parC	ARO:3000735
CP003583.1.gene2745.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP003583.1.gene803.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP003583.1.gene5.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
CP003583.1.gene944.p01	Enterococcus faecium liaS mutant conferring daptomycin resistance	ARO:3003079
CP003583.1.gene6.p01	fluoroquinolone sensitive gyrA	ARO:3000733
CP003583.1.gene942.p01	elongation factor G	ARO:3000730
CP003583.1.gene945.p01	Enterococcus faecium liaR mutant conferring daptomycin resistance	ARO:3003078
CP003583.1.gene1157.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP003583.1.gene2512.p01	adeC	ARO:3000776
CP003583.1.gene764.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP003583.1.gene2744.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP003583.1.gene1095.p01	Enterococcus faecium cls conferring resistance to daptomycin	ARO:3003092
FQ312006.1.gene703.p01	elfamycin resistant EF-Tu	ARO:3001312
FQ312006.1.gene15.p01	antibiotic sensitive signal peptidase I	ARO:3000717
FQ312006.1.gene1757.p01	cycloserine sensitive alanine racemase	ARO:3000722
FQ312006.1.gene118.p01	TEM-1	ARO:3000873
FQ312006.1.gene760.p01	elfamycin resistant EF-Tu	ARO:3001312
FQ312006.1.gene1685.p01	fluoroquinolone sensitive parC	ARO:3000735
FQ312006.1.gene938.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
FQ312006.1.gene691.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
FQ312006.1.gene1684.p01	fluoroquinolone sensitive parC	ARO:3000735
FQ312006.1.gene706.p01	APH(3'')-Ib	ARO:3002639
HE999704.1.gene1125.p01	mepA	ARO:3000026
HE999704.1.gene278.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
HE999704.1.gene279.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
HE999704.1.gene1006.p01	cycloserine sensitive alanine racemase	ARO:3000722
HE999704.1.gene118.p01	cycloserine sensitive alanine racemase	ARO:3000722
HE999704.1.gene842.p01	cycloserine sensitive alanine racemase	ARO:3000722
HE999704.1.gene1464.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
HE999704.1.gene551.p01	elongation factor G	ARO:3000730
HE999704.1.gene3170.p01	norB	ARO:3000421
HE999704.1.gene1491.p01	elongation factor G	ARO:3000730
HE999704.1.gene1415.p01	antibiotic sensitive signal peptidase I	ARO:3000717
HE999704.1.gene2985.p01	elongation factor G	ARO:3000730
HE999704.1.gene1047.p01	msrA	ARO:3000251
HE999704.1.gene1665.p01	elongation factor G	ARO:3000730
HE999704.1.gene6.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
HE999704.1.gene277.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
HE999704.1.gene1085.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
HE999704.1.gene2984.p01	elfamycin resistant EF-Tu	ARO:3001312
HE999704.1.gene1417.p01	antibiotic sensitive signal peptidase I	ARO:3000717
HE999704.1.gene1465.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
HE999704.1.gene1416.p01	antibiotic sensitive signal peptidase I	ARO:3000717
HE999704.1.gene7.p01	fluoroquinolone sensitive gyrA	ARO:3000733
HE999704.1.gene1005.p01	cycloserine sensitive alanine racemase	ARO:3000722
AM180355.1.gene3812.p01	cycloserine sensitive alanine racemase	ARO:3000722
AM180355.1.gene6.p01	fluoroquinolone sensitive gyrA	ARO:3000733
AM180355.1.gene74.p01	elongation factor G	ARO:3000730
AM180355.1.gene636.p01	tetM	ARO:3000186
AM180355.1.gene2254.p01	ErmB	ARO:3000375
AM180355.1.gene1524.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AM180355.1.gene120.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AM180355.1.gene2395.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
AM180355.1.gene3868.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
AM180355.1.gene2259.p01	ErmB	ARO:3000375
AM180355.1.gene121.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AM180355.1.gene1606.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
AM180355.1.gene3908.p01	elongation factor G	ARO:3000730
AM180355.1.gene1834.p01	cycloserine sensitive alanine racemase	ARO:3000722
AM180355.1.gene5.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AM180355.1.gene124.p01	elongation factor G	ARO:3000730
CP000034.1.gene2809.p01	antibiotic sensitive signal peptidase I	ARO:3000717
CP000034.1.gene3741.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
